PMID,Title,Abstract,Processed_Abstract,Cluster,Entities,Dominant_Topic
23690028,Genetic enhancement of host plant-resistance of the Lalat cultivar of rice against bacterial blight employing marker-assisted selection.,"To incorporate durable resistance against bacterial blight, a major disease rice, three resistance genes, xa 5, xa13 and Xa21, from IRBB 60 were transferred through marker-assisted backcrossing using RG 556, RG 136 and pTA248 markers linked to the three genes to supplement the Xa4 gene present in Lalat, a popular rice cultivar. Effective selection enabled the transfer in three back-crosses and a generation of selfing and background selection employing morphological and grain quality traits and molecular markers, led to >90 % recovery of the recurrent parental genome. The gene pyramids exhibited high levels of resistance against the pathogen in multi-location evaluation trials conducted over several locations of bacterial blight in India. IL-2 (CRMAS2621-7-1), a gene pyramid, was identified as being promising for several endemic regions of bacterial blight and was released as Improved Lalat in one of the identified regions. The success of the study demonstrates the vast potential of marker-assisted selection for gene stacking and recovery of the parental genome with high precision.",incorporate durable resistance bacterial blight major disease rice three resistance gene xa xa xa irbb transferred markerassisted backcrossing using rg rg pta marker linked three gene supplement xa gene present lalat popular rice cultivar effective selection enabled transfer three backcrosses generation selfing background selection employing morphological grain quality trait molecular marker led recovery recurrent parental genome gene pyramid exhibited high level resistance pathogen multilocation evaluation trial conducted several location bacterial blight india il crmas gene pyramid identified promising several endemic region bacterial blight released improved lalat one identified region success study demonstrates vast potential markerassisted selection gene stacking recovery parental genome high precision,0,"{'Disease': ['durable resistance bacterial blight major disease rice three resistance gene'], 'Treatment': [], 'Symptom': ['three gene supplement xa gene present lalat popular rice cultivar effective selection']}",1
12684879,Three types of defense-responsive genes are involved in resistance to bacterial blight and fungal blast diseases in rice.,"Bacterial blight and fungal blast diseases of rice, caused by Xanthomonas oryzae pv. oryzae and Pyricularia grisea Sacc., respectively, are two of the most devastating diseases in rice worldwide. To study the defense responses to infection with each of these pathogens, expression profiling of 12 defense-responsive genes was performed using near-isogenic rice lines that are resistant or susceptible to bacterial blight and fungal blast, respectively, and rice cultivars that are resistant or susceptible to both pathogens. All 12 genes showed constitutive expression, but expression levels increased in response to infection. Based on their expression patterns in 12 host-pathogen combinations, these genes could be classified into three types, pathogen non-specific (6), pathogen specific but race non-specific (4) and race specific (2). Most of the 12 genes were only responsive during incompatible interactions. These results suggest that bacterial blight and fungal blast resistances share common pathway(s), but are also regulated by different defense pathways in rice. Activation of the corresponding R gene is the key step that initiates the action of these genes in defense responses. The chromosomal locations and pathogen specificities of seven of the 12 genes were consistent with those of previously identified quantitative trait loci for rice disease resistance, which indicates that some of the 12 genes studied may have a phenotypic impact on disease resistance in rice.",bacterial blight fungal blast disease rice caused xanthomonas oryzae pv oryzae pyricularia grisea sacc respectively two devastating disease rice worldwide study defense response infection pathogen expression profiling defenseresponsive gene performed using nearisogenic rice line resistant susceptible bacterial blight fungal blast respectively rice cultivar resistant susceptible pathogen gene showed constitutive expression expression level increased response infection based expression pattern hostpathogen combination gene could classified three type pathogen nonspecific pathogen specific race nonspecific race specific gene responsive incompatible interaction result suggest bacterial blight fungal blast resistance share common pathway also regulated different defense pathway rice activation corresponding r gene key step initiate action gene defense response chromosomal location pathogen specificity seven gene consistent previously identified quantitative trait locus rice disease resistance indicates gene studied may phenotypic impact disease resistance rice,1,"{'Disease': ['bacterial blight fungal blast disease rice', 'two devastating disease rice', 'previously identified quantitative trait locus rice disease resistance'], 'Treatment': [], 'Symptom': []}",1
24162153,Major QTLs reduce the deleterious effects of high temperature on rice amylose content by increasing splicing efficiency of Wx pre-mRNA.,"We discovered four QTLs that maintain proper rice amylose content at high temperature by increasing the splicing efficiency of Wx gene. Amylose content mainly controlled by Wx gene is a key physicochemical property for eating and cooking quality in rice. During the grain filling stage, high temperature can harm rice grain quality by significantly reducing the amylose content in many rice varieties. Here, we provide genetic evidences between Wx gene expression and rice amylose content at high temperature, and identified several quantitative trait loci (QTLs) in this pathway. We performed a genome-wide survey on a set of chromosome segment substitution lines (CSSLs) which carried chromosomal segments from the heat resistant indica 9311 in the heat-sensitive japonica Nipponbare background. Four QTLs, qHAC4, qHAC8a, qHAC8b and qHAC10, which can reduce the deleterious effects of amylose content at high temperature, were identified and mapped to chromosome 4, 8, 8 and 10, respectively. The major QTL qHAC8a, with the highest LOD score of 6.196, was physically mapped to a small chromosome segment (~300 kb). The CSSLs carrying the qHAC8a, qHAC8b and/or qHAC4 from 9311 have the high pre-mRNA splicing efficiency of Wx gene and likely lead to stable amylose content at high temperature. Thus, increasing pre-mRNA processing efficiency of Wx gene could be an important regulation mechanism for maintaining stable amylose content in rice seeds at high temperature. In addition, our results provide a theoretical basis for breeding heat-stable grain in rice.",discovered four qtls maintain proper rice amylose content high temperature increasing splicing efficiency wx gene amylose content mainly controlled wx gene key physicochemical property eating cooking quality rice grain filling stage high temperature harm rice grain quality significantly reducing amylose content many rice variety provide genetic evidence wx gene expression rice amylose content high temperature identified several quantitative trait locus qtls pathway performed genomewide survey set chromosome segment substitution line cssls carried chromosomal segment heat resistant indica heatsensitive japonica nipponbare background four qtls qhac qhaca qhacb qhac reduce deleterious effect amylose content high temperature identified mapped chromosome respectively major qtl qhaca highest lod score physically mapped small chromosome segment kb cssls carrying qhaca qhacb andor qhac high premrna splicing efficiency wx gene likely lead stable amylose content high temperature thus increasing premrna processing efficiency wx gene could important regulation mechanism maintaining stable amylose content rice seed high temperature addition result provide theoretical basis breeding heatstable grain rice,0,"{'Disease': [], 'Treatment': [], 'Symptom': ['deleterious effect amylose content high temperature']}",0
23216197,Comparative proteomic analysis of rice seedlings in response to inoculation with Bacillus cereus.,"Reports suggest that Bacillus spp. can be used to increase plant growth and resistance to disease, but the molecular mechanisms underlying the interaction between Bacillus spp. and plant is not completely understood. In the present study, to clarify these underlying mechanisms, the interaction between Bacillus cereus and rice was investigated using two-dimensional gel electrophoresis. Through comparative analysis, a total of 31 differentially expressed proteins were obtained upon B. cereus NMSL88 treatment, including 22 proteins that were up-regulated and nine that were down-regulated. These data indicated that certain proteins involved in plant growth and development were up-regulated, such as xyloglucan endotransglycosylase. Interestingly, proteins involved in defence were also up-regulated, including peroxidases, glutathione S-transferases and kinases. Thus, proteins associated with disease resistance characteristics were induced in the plants after exposure to B. cereus NMSL88. In addition, several proteins involved in protein and lipid metabolism showed significant changes in expression. The present study is the first report to reveal the molecular mechanisms involved in rice seedlings in response to inoculation with Bacillus cereus at the level of proteome. The results demonstrated that B. cereus NMSL88 can up-regulate the expression of proteins related to plant growth and defence, and lead to enhanced plant growth and disease resistance.",report suggest bacillus spp used increase plant growth resistance disease molecular mechanism underlying interaction bacillus spp plant completely understood present study clarify underlying mechanism interaction bacillus cereus rice investigated using twodimensional gel electrophoresis comparative analysis total differentially expressed protein obtained upon b cereus nmsl treatment including protein upregulated nine downregulated data indicated certain protein involved plant growth development upregulated xyloglucan endotransglycosylase interestingly protein involved defence also upregulated including peroxidase glutathione stransferases kinase thus protein associated disease resistance characteristic induced plant exposure b cereus nmsl addition several protein involved protein lipid metabolism showed significant change expression present study first report reveal molecular mechanism involved rice seedling response inoculation bacillus cereus level proteome result demonstrated b cereus nmsl upregulate expression protein related plant growth defence lead enhanced plant growth disease resistance,2,"{'Disease': ['increase plant growth resistance disease molecular mechanism', 'enhanced plant growth disease resistance'], 'Treatment': ['b cereus nmsl treatment'], 'Symptom': []}",0
29384254,"Design, synthesis, fungicidal property and QSAR studies of novel β-carbolines containing urea, benzoylthiourea and benzoylurea for the control of rice sheath blight.","Rice sheath blight is a globally important rice disease. Unfortunately, this critical disease has not been effectively controlled, and the intensive and continuous use of the same fungicide might increase the risk of resistance development in the pathogen. To discover new active agents against rice sheath blight, in this study, three series of β-carboline urea, benzoylurea and benzoylthiourea derivatives were designed, synthesized and evaluated for in vitro and in vivo fungicidal activity against Rhizoctonia solani. All these compounds (EC<sub>50</sub> : 0.131-1.227 mmol L<sup>-1</sup> ) exhibited better fungicidal activity than harmine itself (EC<sub>50</sub> : 2.453 mmol L<sup>-1</sup> ). Significantly, compound 17c (EC<sub>50</sub> : 0.131 mmol L<sup>-1</sup> ) displayed the best efficacy in vitro and superior fungicidal activity compared with validamycin A (EC<sub>50</sub> : 0.397 mmol L<sup>-1</sup> ). Moreover, the in vivo bioassay also indicated that compound 17c could be effective for the control of rice sheath blight. Based on the bioassay result and quantitative structure-activity relationship (QSAR) information, structure modification in β-carboline warrants further investigation and its benzoylurea derivative 17c, which showed the best fungicidal activities, could emerge as a potential fungicide against rice sheath blight. © 2018 Society of Chemical Industry.",rice sheath blight globally important rice disease unfortunately critical disease effectively controlled intensive continuous use fungicide might increase risk resistance development pathogen discover new active agent rice sheath blight study three series βcarboline urea benzoylurea benzoylthiourea derivative designed synthesized evaluated vitro vivo fungicidal activity rhizoctonia solani compound ecsubsub mmol lsupsup exhibited better fungicidal activity harmine ecsubsub mmol lsupsup significantly compound c ecsubsub mmol lsupsup displayed best efficacy vitro superior fungicidal activity compared validamycin ecsubsub mmol lsupsup moreover vivo bioassay also indicated compound c could effective control rice sheath blight based bioassay result quantitative structureactivity relationship qsar information structure modification βcarboline warrant investigation benzoylurea derivative c showed best fungicidal activity could emerge potential fungicide rice sheath blight © society chemical industry,2,"{'Disease': ['rice sheath blight globally important rice disease', 'unfortunately critical disease'], 'Treatment': [], 'Symptom': []}",4
17351054,Magnaporthe grisea infection triggers RNA variation and antisense transcript expression in rice.,"Rice blast disease, caused by the fungal pathogen Magnaporthe grisea, is an excellent model system to study plant-fungal interactions and host defense responses. In this study, comprehensive analysis of the rice (Oryza sativa) transcriptome after M. grisea infection was conducted using robust-long serial analysis of gene expression. A total of 83,382 distinct 21-bp robust-long serial analysis of gene expression tags were identified from 627,262 individual tags isolated from the resistant (R), susceptible (S), and control (C) libraries. Sequence analysis revealed that the tags in the R and S libraries had a significant reduced matching rate to the rice genomic and expressed sequences in comparison to the C library. The high level of one-nucleotide mismatches of the R and S library tags was due to nucleotide conversions. The A-to-G and U-to-C nucleotide conversions were the most predominant types, which were induced in the M. grisea-infected plants. Reverse transcription-polymerase chain reaction analysis showed that expression of the adenine deaminase and cytidine deaminase genes was highly induced after inoculation. In addition, many antisense transcripts were induced in infected plants and expression of four antisense transcripts was confirmed by strand-specific reverse transcription-polymerase chain reaction. These results demonstrate that there is a series of dynamic and complex transcript modifications and changes in the rice transcriptome at the M. grisea early infection stages.",rice blast disease caused fungal pathogen magnaporthe grisea excellent model system study plantfungal interaction host defense response study comprehensive analysis rice oryza sativa transcriptome grisea infection conducted using robustlong serial analysis gene expression total distinct bp robustlong serial analysis gene expression tag identified individual tag isolated resistant r susceptible control c library sequence analysis revealed tag r library significant reduced matching rate rice genomic expressed sequence comparison c library high level onenucleotide mismatch r library tag due nucleotide conversion atog utoc nucleotide conversion predominant type induced griseainfected plant reverse transcriptionpolymerase chain reaction analysis showed expression adenine deaminase cytidine deaminase gene highly induced inoculation addition many antisense transcript induced infected plant expression four antisense transcript confirmed strandspecific reverse transcriptionpolymerase chain reaction result demonstrate series dynamic complex transcript modification change rice transcriptome grisea early infection stage,2,"{'Disease': ['rice blast disease'], 'Treatment': [], 'Symptom': []}",0
15258851,"Physical mapping of a rice lesion mimic gene, Spl1 , to a 70-kb segment of rice chromosome 12.","The rice lesion mimic mutant spotted leaf 1 ( spl1) was first identified in the rice ( Oryza sativa) cultivar Asahi in 1965. This mutant displayed spontaneous disease-like lesions in the absence of any pathogen, and was found to confer resistance to multiple isolates of rice blast. We employed a map-based cloning strategy to localize the Spl1 gene. A total of ten cleaved amplified polymorphic sequence (CAPS) markers linked to the Spl1 gene were identified and mapped to an 8.5-cM region on chromosome 12. A high-resolution genetic map was developed using these ten CAPS markers and a segregating population consisting of 3202 individuals. A BAC contig containing four BAC clones was constructed, and Spl1 was localized to a 423-kb region. Seven spl1 mutants were obtained from the IR64 deletion mutant collection, and molecular analysis using these mutants delimited the Spl1 gene to a 70-kb interval, covered by two BAC clones. These results provide the basis for cloning this gene, which is involved in cell death and disease resistance in rice.",rice lesion mimic mutant spotted leaf spl first identified rice oryza sativa cultivar asahi mutant displayed spontaneous diseaselike lesion absence pathogen found confer resistance multiple isolates rice blast employed mapbased cloning strategy localize spl gene total ten cleaved amplified polymorphic sequence cap marker linked spl gene identified mapped cm region chromosome highresolution genetic map developed using ten cap marker segregating population consisting individual bac contig containing four bac clone constructed spl localized kb region seven spl mutant obtained ir deletion mutant collection molecular analysis using mutant delimited spl gene kb interval covered two bac clone result provide basis cloning gene involved cell death disease resistance rice,1,"{'Disease': ['spontaneous diseaselike lesion absence pathogen', 'cell death disease resistance rice'], 'Treatment': [], 'Symptom': []}",4
30262707,Marker-aided selection and validation of various <i>Pi</i> gene combinations for rice blast resistance in elite rice variety ADT 43.,"Rice blast caused by fungal pathogen <i>Pyricularia oryzae</i> has a major impact on reducing yield potential of rice. In this study, homozygous plants were selected using microsatellite markers from the BC<sub>3</sub>F<sub>2</sub> population pyramided with four major genes in elite rice variety ADT 43. Background and selected lines with various blast resistance gene combinations were screened under natural conditions to study the effects of various gene combinations. Upon inspection of lines with different gene combinations, the three-gene pyramided line <i>Pi54</i>+<i>Pi33</i>+<i>Pi1</i> was found to be highly resistant with the score of 3.3 followed by other three-gene pyramided lines <i>Pi54</i>+<i>Pi2</i>+<i>Pi1</i> and <i>Pi33</i>+<i>Pi2</i>+<i>Pi1</i>, with the scores of 3.9 and 3.8, respectively. Two-gene pyramided lines <i>Pi54</i>+<i>Pi1</i>, <i>Pi33</i>+<i>Pi1</i> and <i>Pi2</i>+<i>Pi1</i> were found to be moderately resistant with a mean score of 4.0 each. In the case of monogenic lines, positive plants for <i>Pi54</i> performed almost equal to three-gene pyramided lines with a mean score of 3.6. Lines with <i>Pi</i> and <i>Pi1</i> were found to be moderately resistant and moderately susceptible with the mean scores of 4.1 and 4.5, respectively.",rice blast caused fungal pathogen ipyricularia oryzaei major impact reducing yield potential rice study homozygous plant selected using microsatellite marker bcsubsubfsubsub population pyramided four major gene elite rice variety adt background selected line various blast resistance gene combination screened natural condition study effect various gene combination upon inspection line different gene combination threegene pyramided line ipiiipiiipii found highly resistant score followed threegene pyramided line ipiiipiiipii ipiiipiiipii score respectively twogene pyramided line ipiiipii ipiiipii ipiiipii found moderately resistant mean score case monogenic line positive plant ipii performed almost equal threegene pyramided line mean score line ipii ipii found moderately resistant moderately susceptible mean score respectively,0,"{'Disease': [], 'Treatment': [], 'Symptom': ['major impact']}",1
25625327,Silicon induces resistance to the brown spot fungus Cochliobolus miyabeanus by preventing the pathogen from hijacking the rice ethylene pathway.,"Although numerous studies have shown the ability of silicon (Si) to mitigate a wide variety of abiotic and biotic stresses, relatively little is known about the underlying mechanism(s). Here, we have investigated the role of hormone defense pathways in Si-induced resistance to the rice brown spot fungus Cochliobolus miyabeanus. To delineate the involvement of multiple hormone pathways, a multidisciplinary approach was pursued, combining exogenous hormone applications, pharmacological inhibitor experiments, time-resolved hormone measurements, and bioassays with hormone-deficient and/or -insensitive mutant lines. Contrary to other types of induced resistance, we found Si-induced brown spot resistance to function independently of the classic immune hormones salicylic acid and jasmonic acid. Our data also rule out a major role of the abscisic acid (ABA) and cytokinin pathways, but suggest that Si mounts resistance to C. miyabeanus by preventing the fungus from hijacking the rice ethylene (ET) machinery. Interestingly, rather than suppressing rice ET signaling per se, Si probably interferes with the production and/or action of fungal ET. Together our findings favor a scenario whereby Si induces brown spot resistance by disarming fungal ET and argue that impairment of pathogen virulence factors is a core resistance mechanism underpinning Si-induced plant immunity.",although numerous study shown ability silicon si mitigate wide variety abiotic biotic stress relatively little known underlying mechanism investigated role hormone defense pathway siinduced resistance rice brown spot fungus cochliobolus miyabeanus delineate involvement multiple hormone pathway multidisciplinary approach pursued combining exogenous hormone application pharmacological inhibitor experiment timeresolved hormone measurement bioassay hormonedeficient andor insensitive mutant line contrary type induced resistance found siinduced brown spot resistance function independently classic immune hormone salicylic acid jasmonic acid data also rule major role abscisic acid aba cytokinin pathway suggest si mount resistance c miyabeanus preventing fungus hijacking rice ethylene et machinery interestingly rather suppressing rice et signaling per se si probably interferes production andor action fungal et together finding favor scenario whereby si induces brown spot resistance disarming fungal et argue impairment pathogen virulence factor core resistance mechanism underpinning siinduced plant immunity,2,"{'Disease': ['resistance rice brown spot fungus cochliobolus miyabeanus delineate involvement', 'fungus hijacking rice ethylene et machinery'], 'Treatment': [], 'Symptom': []}",2
15473323,Genetic analysis of rice varietal diversity for rice blast control.,"Two Indica hybrid rice of Shanyou63 (A) and Shanyou22 (B), two glutinous landraces of Huanghenuo (C) and Zinuo (D) and three improved Japonica rice of Hexi41 (E), Chujing12 (F) and 8126 (G) were selected and their genetic resistance relationship was estimated using resistance gene analogue (RGA). The results showed that there were similar genetic relationships between hybrid varieties at the genetic similarity (GS) of 0.86,and among improved Japonica varieties at the GS of 0.84, while highly genetic diversifications between traditional varieties, Indica and Japonica varieties, traditional and modern variety ( GS:0.45). The results also showed that clustering analysis based on RGA data were generally corresponded to known pedigrees and blast field resistances of the varieties. Based on varietal differences in RGA data and agronomic traits, plot experiments of five mixed-planting combinations of A/C, A/D, B/C, B/D and A/B and two combinations of E/C and E/F/G were conducted in Jianshui and Shiping counties ( Indica rice growing region) and Luxi County (warm Japonica region) in Yunnan Province in past two years, respectively. The results demonstrated that rice blast management was more effective in five mixed-planting combinations of varieties with different genetic backgrounds (GS: 0.45-0.77) than in two combinations with similar genetic relationships (GS: 0.84-0.90), compared with their monocultures. It is evident for the highly susceptible landraces in mixed-planting to achieve disease control, with significant decreases both in incidence and severity. The blast control efficiencies of landraces in different mixture combinations reached to 54.47%-92.18%. The control efficiencies of improved varieties varied from 15.12% to 25.54% in mixture combinations with closed genetic relationship. In addition,the total yield of 5 varietal combinations with distant genetic relationship increased 539.0-904.0 kg/ha in the mixed-planting plots, at increase rates of 5.6%-10.2%. Mixed rice varieties with similar genetic background did not achieve significant yield increase. Otherwise, the yield of E/F/G decreased 2.7%-4.0% compared with pure stand. The results can provide scientific basis of varietal combinations in diversification experiments for blast control.",two indica hybrid rice shanyou shanyou b two glutinous landraces huanghenuo c zinuo three improved japonica rice hexi e chujing f g selected genetic resistance relationship estimated using resistance gene analogue rga result showed similar genetic relationship hybrid variety genetic similarity g among improved japonica variety g highly genetic diversification traditional variety indica japonica variety traditional modern variety g result also showed clustering analysis based rga data generally corresponded known pedigree blast field resistance variety based varietal difference rga data agronomic trait plot experiment five mixedplanting combination ac ad bc bd ab two combination ec efg conducted jianshui shiping county indica rice growing region luxi county warm japonica region yunnan province past two year respectively result demonstrated rice blast management effective five mixedplanting combination variety different genetic background g two combination similar genetic relationship g compared monoculture evident highly susceptible landraces mixedplanting achieve disease control significant decrease incidence severity blast control efficiency landraces different mixture combination reached control efficiency improved variety varied mixture combination closed genetic relationship additionthe total yield varietal combination distant genetic relationship increased kgha mixedplanting plot increase rate mixed rice variety similar genetic background achieve significant yield increase otherwise yield efg decreased compared pure stand result provide scientific basis varietal combination diversification experiment blast control,1,"{'Disease': ['achieve disease control'], 'Treatment': ['demonstrated rice blast management'], 'Symptom': []}",4
38615784,The Oryza sativa transcriptome responds spatiotemporally to polystyrene nanoplastic stress.,"Nanoplastic represents an emerging abiotic stress facing modern agriculture, impacting global crop production. However, the molecular response of crop plants to this stress remains poorly understood at a spatiotemporal resolution. We therefore used RNA sequencing to profile the transcriptome expressed in rice (Oryza sativa) root and leaf organs at 1, 2, 4, and 8 d post exposure with nanoplastic. We revealed a striking similarity between the rice biomass dynamics in aboveground parts to that in belowground parts during nanoplastic stress, but transcriptome did not. At the global transcriptomic level, a total of 2332 differentially expressed genes were identified, with the majority being spatiotemporal specific, reflecting that nanoplastics predominantly regulate three processes in rice seedlings: (1) down-regulation of chlorophyll biosynthesis, photosynthesis, and starch, sucrose and nitrogen metabolism, (2) activation of defense responses such as brassinosteroid biosynthesis and phenylpropanoid biosynthesis, and (3) modulation of jasmonic acid and cytokinin signaling pathways by transcription factors. Notably, the genes involved in plant-pathogen interaction were shown to be successively modulated by both root and leaf organs, particularly plant disease defense genes (OsWRKY24, OsWRKY53, Os4CL3, OsPAL4, and MPK5), possibly indicating that nanoplastics affect rice growth indirectly through other biota. Finally, we associated biomass phenotypes with the temporal reprogramming of rice transcriptome by weighted gene co-expression network analysis, noting a significantly correlation with photosynthesis, carbon metabolism, and phenylpropanoid biosynthesis that may reflect the mechanisms of biomass reduction. Functional analysis further identified PsbY, MYB, cytochrome P450, and AP2/ERF as hub genes governing these pathways. Overall, our work provides the understanding of molecular mechanisms of rice in response to nanoplastics, which in turn suggests how rice might behave in a nanoplastic pollution scenario.",nanoplastic represents emerging abiotic stress facing modern agriculture impacting global crop production however molecular response crop plant stress remains poorly understood spatiotemporal resolution therefore used rna sequencing profile transcriptome expressed rice oryza sativa root leaf organ post exposure nanoplastic revealed striking similarity rice biomass dynamic aboveground part belowground part nanoplastic stress transcriptome global transcriptomic level total differentially expressed gene identified majority spatiotemporal specific reflecting nanoplastics predominantly regulate three process rice seedling downregulation chlorophyll biosynthesis photosynthesis starch sucrose nitrogen metabolism activation defense response brassinosteroid biosynthesis phenylpropanoid biosynthesis modulation jasmonic acid cytokinin signaling pathway transcription factor notably gene involved plantpathogen interaction shown successively modulated root leaf organ particularly plant disease defense gene oswrky oswrky oscl ospal mpk possibly indicating nanoplastics affect rice growth indirectly biota finally associated biomass phenotype temporal reprogramming rice transcriptome weighted gene coexpression network analysis noting significantly correlation photosynthesis carbon metabolism phenylpropanoid biosynthesis may reflect mechanism biomass reduction functional analysis identified psby myb cytochrome p aperf hub gene governing pathway overall work provides understanding molecular mechanism rice response nanoplastics turn suggests rice might behave nanoplastic pollution scenario,2,"{'Disease': ['particularly plant disease defense gene oswrky oswrky oscl ospal'], 'Treatment': [], 'Symptom': []}",3
20879839,AVR1-CO39 is a predominant locus governing the broad avirulence of Magnaporthe oryzae 2539 on cultivated rice (Oryza sativa L.).,"Magnaporthe oryzae 2539 was previously found to be avirulent to most rice cultivars and, therefore, was assumed to carry many avirulence (AVR) genes. However, only one AVR gene, AVR1-CO39, which corresponds to a resistance (R) gene Pi-CO39(t) in rice cv. CO39, has been found from 2539 thus far. In order to identify more AVR genes, we isolated 228 progeny strains from a cross between 2539 and Guy11, an M. oryzae strain with strong virulence on rice, and inoculated these strains onto 23 rice accessions (22 individual cultivars and a mixture of 14 cultivars) that are all resistant to 2539 but susceptible to Guy11. Unexpectedly, the experimental results indicated that the avirulence of 2539 on these rice cultivars appeared to be controlled only by the AVR1-CO39 locus. Consistent with this result, we further found that all except one of the rice cultivars were resistant to two transformed Guy11 strains carrying a 1.05-kb fragment containing the AVR1-CO39 gene from 2539. These results suggest that AVR1-CO39 is a predominant locus controlling the broad avirulence of 2539 on cultivated rice. Based on the results of this study and other previous studies, we infer that AVR1-CO39 is a species-wise rather than a cultivar-wise host-specific AVR locus of M. oryzae for rice.",magnaporthe oryzae previously found avirulent rice cultivar therefore assumed carry many avirulence avr gene however one avr gene avrco corresponds resistance r gene picot rice cv co found thus far order identify avr gene isolated progeny strain cross guy oryzae strain strong virulence rice inoculated strain onto rice accession individual cultivar mixture cultivar resistant susceptible guy unexpectedly experimental result indicated avirulence rice cultivar appeared controlled avrco locus consistent result found except one rice cultivar resistant two transformed guy strain carrying kb fragment containing avrco gene result suggest avrco predominant locus controlling broad avirulence cultivated rice based result study previous study infer avrco specieswise rather cultivarwise hostspecific avr locus oryzae rice,0,"{'Disease': [], 'Treatment': [], 'Symptom': []}",4
39558244,TMT-based quantitative proteomics analysis of defense responses induced by the Bph3 gene following brown planthopper infection in rice.,"The brown planthopper (BPH) is an economically significant pest of rice. Bph3 is a key BPH resistance gene. However, the proteomic response of rice to BPH infestation, both in the presence and absence of Bph3, remains largely unexplored. In this study, we employed tandem mass tag labeling in conjunction with liquid chromatography-tandem mass spectrometry (LC-MS/MS) analysis to identify differentially expressed proteins (DEPs) in rice samples. We detected 265 and 125 DEPs via comparison of samples infected with BPH for 2 and 4 days with untreated samples of the BPH-sensitive line R582. For the Bph3 introgression line R373, we identified 29 and 94 DEPs in the same comparisons. Bioinformatic analysis revealed that Bph3 significantly influences the abundance of proteins associated with metabolic pathways, secondary metabolite biosynthesis, microbial metabolism in diverse environments, and phenylpropanoid biosynthesis. Moreover, Bph3 regulates the activity of proteins involved in the calcium signaling pathway, mitogen-activated protein kinase (MAPK) signaling pathway, and plant hormone signal transduction. Our results indicate that Bph3 enhances the resistance of rice to BPH mainly by inhibiting the down-regulation of proteins associated with metabolic pathways; calcium signaling, the MAPK signaling pathway, and plant hormone signal transduction might also be involved in BPH resistance induced by Bph3.",brown planthopper bph economically significant pest rice bph key bph resistance gene however proteomic response rice bph infestation presence absence bph remains largely unexplored study employed tandem mass tag labeling conjunction liquid chromatographytandem mass spectrometry lcmsms analysis identify differentially expressed protein deps rice sample detected deps via comparison sample infected bph day untreated sample bphsensitive line r bph introgression line r identified deps comparison bioinformatic analysis revealed bph significantly influence abundance protein associated metabolic pathway secondary metabolite biosynthesis microbial metabolism diverse environment phenylpropanoid biosynthesis moreover bph regulates activity protein involved calcium signaling pathway mitogenactivated protein kinase mapk signaling pathway plant hormone signal transduction result indicate bph enhances resistance rice bph mainly inhibiting downregulation protein associated metabolic pathway calcium signaling mapk signaling pathway plant hormone signal transduction might also involved bph resistance induced bph,0,"{'Disease': [], 'Treatment': [], 'Symptom': []}",4
19073546,[Discovery and utilization of favorable genes in wild rice].,"Wild rice is the closely related wild relatives of cultivated rice. Wild rice provides natural genetic germplasm resources for improving cultivated rice varieties as it possesses many desirable traits and favorable genes, many of which, such as resistance to diseases and insect pests, tolerance to different kinds of stresses and its cytoplasmic male sterility, have been widely used in cultivated rice breeding. In this paper, favorable traits of wild rice germplasm resources and the related genes were summarized, and their utilization potential in rice breeding were also discussed.",wild rice closely related wild relative cultivated rice wild rice provides natural genetic germplasm resource improving cultivated rice variety possesses many desirable trait favorable gene many resistance disease insect pest tolerance different kind stress cytoplasmic male sterility widely used cultivated rice breeding paper favorable trait wild rice germplasm resource related gene summarized utilization potential rice breeding also discussed,1,"{'Disease': ['many resistance disease insect pest tolerance different kind stress cytoplasmic male sterility'], 'Treatment': [], 'Symptom': []}",1
